Sample4_Ex340_Em440,,Sample4_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
254.0041656,237.5539703,254.0144806,278.365387,
254.5041656,234.2281494,254.5144806,284.1306152,
255.0041656,235.5413971,255.0144806,279.9353638,
255.5041656,232.2330475,255.5144806,282.9031067,
256.0041809,229.1425476,256.0144958,274.8123474,
256.5041809,222.4921112,256.5144958,276.552124,
257.0041809,219.4622498,257.0144958,277.3147278,
257.5041809,216.3887939,257.5144958,273.5087891,
258.0041809,216.0447845,258.0144958,276.368988,
258.5041809,207.1378326,258.5144958,275.6798401,
259.0041809,206.6830597,259.0144958,275.8209534,
259.5041809,197.1896515,259.5144958,266.6624451,
260.0041809,200.2795105,260.0144958,265.2744446,
260.5041809,194.8069763,260.5144958,271.4971924,
261.0041809,191.5721588,261.0144958,268.4434204,
261.5041809,182.9968872,261.5144958,264.1217041,
262.0041809,180.7147522,262.0144958,261.0007019,
262.5041809,178.66185,262.5144958,253.9882355,
263.0041809,176.8059845,263.0144958,261.9227905,
263.5041809,172.7964478,263.5144958,259.6860352,
264.0041809,172.6034088,264.0144958,257.6444397,
264.5041809,164.2181396,264.5144958,263.699585,
265.0041809,165.8798828,265.0144958,263.9224243,
265.5041809,167.5087585,265.5144958,261.550293,
266.0041809,161.1782532,266.0144958,253.2249451,
266.5041809,171.6177368,266.5144958,254.4768219,
267.0041809,170.1504364,267.0144958,257.6561279,
267.5041809,168.8901672,267.5144958,259.4754333,
268.0041809,171.0637817,268.0144958,256.9211426,
268.5041809,176.1909637,268.5144958,259.6089172,
269.0041809,184.06073,269.0144958,265.4122009,
269.5041809,190.3952789,269.5144958,262.1239624,
270.0041809,189.3084869,270.0144958,260.5369263,
270.5041809,199.721405,270.5144958,271.0107727,
271.0041809,194.3986969,271.0144958,272.8217773,
271.5041809,203.7944031,271.5144958,267.1946106,
272.0041809,203.3736572,272.0144958,261.914032,
272.5041809,207.6792297,272.5144958,272.0366821,
